,abstracts,lead_paragraph,url,date,document_type,news_desk
341,"The promise of travel and of not being home and on duty seduced the writer, a new father. His trip became a stand-in for everything he had lost.","In retrospect, maybe I placed too much significance on that first trip alone after my son was born. For the first year of his life I had barely spent a single night away from him, so it was only natural that I saw this trip as a precious chance to be, however briefly, a sane adult again. The trip was only for one night to a not-very-glamorous city where I would stay in a not-very-glamorous hotel and deliver a talk in the evening. The place itself did not matter — it could have been anywhere. Instead, it was the promise of travel, of not being home and on duty that seduced me.",https://www.nytimes.com/2016/06/05/travel/family-holidays-parenting-fatherhood.html,2016-05-31,article,Travel
342,Plan now for a future emergency.,This article was originally published in the subscriber-only Well newsletter.,https://www.nytimes.com/2022/06/29/climate/emergency-go-bag.html,2022-06-29,article,Express
343,Has there ever been a better year to consider donating to a good cause for the holidays?,Has there ever been a better year to consider donating to a good cause for the holidays?,https://www.nytimes.com/interactive/2021/12/15/opinion/charitable-gift-ideas.html,2021-12-15,multimedia,Opinion
344,What extraordinary talent would you like to have? Would you want to be famous?,"Publish a novel at age 12, perform surgery at age 7, be a jazz piano sensation at age 10. ",https://learning.blogs.nytimes.com/2015/06/09/would-you-want-to-be-a-child-prodigy/,2015-06-09,article,
345,"In a lab, Ms. Sachs tests textiles, paper and plastics for manufacturers who seek the Good Housekeeping magazine seal of approval.","Lexie Sachs, 28, senior product analyst at the Good Housekeeping Institute in New York",https://www.nytimes.com/2015/11/15/jobs/lexie-sachs-a-sentry-for-the-good-housekeeping-seal.html,2015-11-14,article,SundayBusiness
346,"Shakespeare & Company puts on the repertory staple “The Servant of Two Masters,” adapted and directed by Jenna Ware, in an Elizabethan-style tented playhouse.","LENOX, Mass. — Good help is so hard to find. Particularly in the alleyways and waterways of 18th-century Venice.",https://www.nytimes.com/2014/07/25/theater/goldonis-the-servant-of-two-masters-in-the-country.html,2014-07-24,article,Weekend
347,"A winning strategy will not necessarily involve overtaking iPhones or Samsung phones, but wringing more money from its most loyal shoppers.","Amazon’s new Fire phone might be less about the phone and more about what its computing power can do in a few years, when it is built into futuristic devices like Internet-connected contact lenses, as I wrote today on the Upshot.",https://www.nytimes.com/2014/06/19/upshot/how-amazon-measures-phone-success.html,2014-06-18,article,Upshot
348,"Surprising industry analysts, “The Boss Baby” pulled in $49 million this weekend, just ahead of Disney’s “Beauty and the Beast.”",LOS ANGELES — Show business rule of thumb: Never underestimate a tough-talking tot.,https://www.nytimes.com/2017/04/02/movies/the-boss-baby-bests-beast-barely-as-box-office-no-1.html,2017-04-02,article,Culture
349,"According to the Organic Trade Association, the industry grew to $31.5 billion in sales in the United States in 2012 from $8.4 billion a decade earlier.","When Eric Ryan helped start Method Products in 2001, the market for environmentally friendly soaps and cleaning products, he recalled, was a “niche of a niche of a niche.”",https://www.nytimes.com/2014/04/09/business/energy-environment/target-to-stock-more-environmentally-friendly-products.html,2014-04-08,article,Business
350,"On NBC’s Facebook page, the naming of Erica Hill to Jenna Wolfe’s co-host spot on “Weekend Today” raised hackles reminiscent of the anger over Ann Curry’s departure from the “Today” show.","Same outrage, same channel, different co-host.",https://mediadecoder.blogs.nytimes.com/2012/11/04/nbc-peppered-by-online-critics-in-shuffle-of-hosts/,2012-11-05,article,
351,"President Rodrigo Duterte demanded that tons of garbage mistakenly sent to his country be returned by May 15, threatening otherwise to dump it on Canada’s shore.","MANILA — President Rodrigo Duterte has given Canada a May 15 deadline to take back tons of trash mistakenly sent to the Philippines several years ago, saying he will ship the garbage back if the Canadians do not comply.",https://www.nytimes.com/2019/05/08/world/asia/duterte-philippines-canada-trash.html,2019-05-08,article,Foreign
352,A dash from a firehouse to help a 14-month-old who was not breathing. The boy’s long-term prognosis was not clear.,"A 14-month-old boy was hospitalized on Saturday after falling into a backyard swimming pool at his family’s home on Staten Island, officials said.",https://cityroom.blogs.nytimes.com/2010/05/29/firefighters-help-revive-staten-island-boy-who-fell-into-pool/,2010-05-29,article,Metro
353,"In “Speed-Dating,” a mash-up of men-behaving-badly sitcoms, three friends try to save a nightclub while refreshing their hookup pool.","A tired mash-up of every men-behaving-badly sitcom ever to grace a third-tier television network, “Speed-Dating” tries to coax laughs from characters so dated even Eddie Murphy would balk.",https://www.nytimes.com/2010/10/01/movies/01speed.html,2010-10-01,article,Weekend
354,Manufacturers need to admit that their wipes are not actually “flushable.”,"This is not a particularly savory topic, but the brave people who run modern sewer systems around the world face a growing menace: the “flushable” wet wipe.",https://takingnote.blogs.nytimes.com/2015/03/16/dont-flush-that-wipe/,2015-03-16,article,OpEd
355,"An English designer opens her first Manhattan store; a French knitwear brand does, too.",OPENINGS,https://www.nytimes.com/2011/11/03/fashion/store-openings-in-new-york.html,2011-11-02,article,Styles
356,"The 2,000 residents of an Arizona town are eager for the arrival of Britain’s Prince Harry, who will spend two months there for training — and perhaps a shrimp-eating contest.","GILA BEND, Ariz. — Among the books mentioning princes in the Gila Bend Branch Library is “The Prince and the Potty,” about a young prince learning to outgrow his diaper, and “The Frog Prince Continued,” about a frog who was turned into a prince but kept hopping on furniture and flicking his tongue at flies.",https://www.nytimes.com/2011/10/26/us/prince-harry-headed-to-gila-bend-ariz-for-military-drills.html,2011-10-25,article,National
357,There are more than 700 apps tagged for toddlers in Apple’s App store. Here are some of the best ones.,"While experts debate about whether or not tablets and smartphones are appropriate for young children, the fingerprints all over your iPad are an indicator that children — some as young as 12 months of age — have taken the issue into their own hands. ",https://gadgetwise.blogs.nytimes.com/2011/06/29/five-great-ipad-apps-for-toddlers/,2011-06-29,article,
358,"Every moment as a parent can feel filled with import — we have to say the right thing, make the right choice, set the right example.","Every moment as a parent can feel filled with import — we have to say the right thing, make the right choice, set the right example. We are, after all, our children’s guides and teachers. Any small moment could be the one that launches or inspires them; together those moments will set the direction of their lives.",https://parenting.blogs.nytimes.com/2010/01/27/perils-of-the-parenting-playground/,2010-01-27,article,Styles
359,"The police said a woman left her 6-month-old son alone in a playground. She was charged with reckless endangerment, endangering the welfare of a child and filing a false report.","A woman was arrested and charged with abandoning her 6-month-old son in an Upper Manhattan playground Sunday night, the police said on Monday.",https://www.nytimes.com/2014/03/25/nyregion/detectives-questioning-parents-of-baby-found-alone-in-harlem-park.html,2014-03-24,article,Metro
